RECTYPE,URN,PCODE,TELNUM,TKS1EXP_L,PKS1EXP_L,TKS1EXP_M,PKS1EXP_M,TKS1EXP_H,PKS1EXP_H,TFSMCLA,PTFSMCLA,PT2MATH12,PT2READ12,PT2WRITTA12,TAPS,AVGLEVEL,PT2MATH12_B,PT2MATH12_G,PT2MATH12_L,PT2MATH12_M,PT2MATH12_H,PTREADX,PTREADAT,GAPN_3YR_RWMX_FSMCLA,GAPN_2YR_PRREAD_NOTFSMCLA,GAPN_2YR_PRWRIT_NOTFSMCLA,GAPN_3YR_PRMAT_NOTFSMCLA
1,107559,HD6 2NT,01484 713037,3,10%,23,79%,3,10%,2,7%,97%,97%,100%,29.1,4A,91%,100%,SUPP,100%,SUPP,93%,0%,-26,SUPP,SUPP,5
1,107560,OL14 5HP,01706 812948,5,50%,3,30%,2,20%,2,20%,100%,90%,100%,27.9,4B,SUPP,SUPP,SUPP,SUPP,SUPP,90%,0%,-21,SUPP,SUPP,-2
1,107545,HX2 8JY,01422 244628,6,33%,7,39%,5,28%,9,45%,94%,94%,78%,27.6,4B,86%,100%,83%,100%,SUPP,90%,0%,5,-18,-14,-15
1,107546,HX1 2ER,01422 362365,12,32%,17,45%,9,24%,6,15%,95%,92%,100%,28.4,4A,95%,95%,92%,94%,100%,87%,0%,-11,3,8,-2
1,107538,HX6 3EJ,01422 823353,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,107570,HX3 7QU,01274 676246,5,18%,18,64%,5,18%,5,18%,93%,93%,96%,28.2,4A,100%,88%,SUPP,89%,SUPP,93%,0%,10,8,0,5
1,107557,HX5 0QY,01422 373104,1,13%,3,38%,4,50%,6,67%,100%,88%,63%,28,4A,SUPP,SUPP,SUPP,SUPP,SUPP,78%,0%,-19,2,-17,5
1,107490,HX3 0AU,01422 252004,3,14%,10,45%,9,41%,4,18%,100%,100%,100%,31.4,5C,100%,100%,SUPP,100%,100%,100%,0%,-21,-1,2,-10
1,137347,HX3 7AY,01422 365464,2,15%,9,69%,2,15%,1,7%,100%,92%,92%,29.3,4A,100%,SUPP,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107482,HX1 3ER,01422 352844,14,45%,14,45%,3,10%,14,45%,94%,97%,100%,27.4,4B,94%,93%,86%,100%,SUPP,87%,0%,13,7,5,9
1,137341,HX7 5JR,01422 883327,1,7%,8,53%,6,40%,3,20%,87%,87%,93%,29.7,4A,SUPP,82%,SUPP,100%,83%,93%,0%,-3,SUPP,SUPP,6
1,107522,OL14 7PD,01706 812913,8,30%,18,67%,1,4%,10,37%,96%,96%,100%,28.6,4A,93%,100%,100%,94%,SUPP,96%,0%,16,10,8,8
1,107513,HX3 7LT,01274 676782,6,17%,21,58%,9,25%,7,19%,92%,89%,86%,28.7,4A,93%,91%,100%,86%,100%,92%,0%,12,-3,-5,-1
1,138657,HX3 9DL,01422 354976,4,24%,10,59%,3,18%,14,82%,94%,100%,88%,29.1,4A,91%,100%,SUPP,100%,SUPP,94%,0%,19,10,2,12
1,133671,HX6 1HB,01422 831971,4,29%,8,57%,2,14%,6,40%,93%,100%,86%,27,4B,86%,100%,SUPP,100%,SUPP,93%,0%,-6,3,-5,8
1,107556,OL14 7BS,01706 812019,4,15%,17,65%,5,19%,9,33%,100%,100%,100%,29,4A,100%,100%,SUPP,100%,SUPP,96%,0%,-9,10,8,12
1,107540,HX6 3NJ,01422 831558,2,11%,13,68%,4,21%,6,32%,95%,100%,100%,29.8,4A,100%,91%,SUPP,100%,SUPP,100%,0%,19,10,5,10
1,107493,HX2 7TE,01422 244804,1,6%,9,53%,7,41%,0,0%,88%,94%,100%,29.3,4A,86%,90%,SUPP,89%,100%,94%,0%,-16,SUPP,SUPP,-12
1,135862,OL14 6RN,01706 812947,2,13%,10,67%,3,20%,4,25%,73%,93%,87%,28.4,4A,67%,78%,SUPP,90%,SUPP,94%,6%,12,-3,-5,-14
1,107494,HX1 3TG,01422 353724,31,43%,41,57%,0,0%,39,54%,90%,85%,100%,26.2,4B,94%,88%,81%,98%,SUPP,71%,0%,-4,4,8,2
1,107495,HX2 7QD,01422 831592,0,0%,12,80%,3,20%,2,13%,93%,100%,100%,30.7,5C,100%,83%,SUPP,92%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107573,HX4 8LS,01422 372804,2,8%,17,71%,5,21%,10,40%,79%,92%,88%,27.1,4B,79%,80%,SUPP,76%,SUPP,92%,0%,-15,3,-13,4
1,136547,HX2 9RL,01422 244471,6,9%,42,64%,18,27%,20,29%,95%,83%,92%,28.4,4A,97%,93%,67%,100%,94%,85%,0%,10,-3,2,6
1,107502,HX3 9QJ,01422 363581,10,20%,27,54%,13,26%,12,24%,100%,90%,94%,28.4,4A,100%,100%,100%,100%,100%,90%,0%,5,-2,5,5
1,107528,HD6 3SX,01484 714750,5,8%,29,49%,25,42%,4,7%,98%,97%,97%,30.9,5C,100%,96%,SUPP,100%,96%,97%,0%,23,7,5,9
2,107591,HD6 3LD,01484 716319,10,100%,0,0%,0,0%,5,50%,0%,10%,0%,12.6,2,0%,SUPP,0%,SUPP,SUPP,0%,0%,-59,-77,-92,-82
2,107590,HX2 6PB,01422 884170,4,100%,0,0%,0,0%,5,83%,33%,0%,17%,13.8,2,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,-59,SUPP,SUPP,-77
3,,,,433,19%,1301,56%,588,25%,726,31%,91%,90%,93%,28.6,4A,91%,91%,80%,94%,95%,88%,,2,2,1,3
1,107597,HD5 8TG,01484 223958,13,20%,29,45%,22,34%,32,49%,86%,92%,89%,28,4A,88%,84%,85%,86%,86%,89%,0%,-3,-3,-7,-19
1,107628,HD2 1EX,01484 452128,12,33%,21,58%,3,8%,25,68%,76%,72%,75%,24.5,4C,87%,57%,50%,90%,SUPP,73%,0%,-7,1,-10,-5
1,137487,WF17 0AD,01924 474980,1,5%,12,57%,8,38%,2,8%,81%,90%,76%,29.4,4A,90%,73%,SUPP,75%,88%,96%,0%,SUPP,SUPP,SUPP,SUPP
1,107736,WF17 8PA,01924 326361,5,19%,17,63%,5,19%,8,29%,100%,100%,100%,29.5,4A,100%,100%,SUPP,100%,SUPP,96%,0%,12,0,8,7
1,107728,WF14 9QH,01924 326530,6,10%,38,66%,14,24%,17,29%,84%,90%,97%,28.9,4A,87%,81%,33%,87%,100%,90%,0%,16,1,5,4
1,138111,BD19 4BE,01274 335208,6,5%,62,51%,54,44%,15,12%,76%,82%,89%,28.8,4A,71%,81%,83%,79%,72%,91%,0%,7,-4,-4,-15
1,107692,HD7 4BE,01484 222214,6,30%,10,50%,4,20%,12,57%,80%,65%,75%,24.7,4C,78%,82%,83%,90%,SUPP,62%,0%,-23,-10,-17,-14
1,107626,HD1 6HE,01484 223975,17,30%,29,51%,11,19%,31,49%,89%,76%,83%,26.6,4B,91%,87%,88%,93%,82%,62%,0%,-14,-5,-2,-6
1,107730,BD11 2JE,01274 335400,,,,,,,,,,,,,,,,,,,,,,,,
1,107635,WF17 9EE,01924 326365,2,13%,12,75%,2,13%,4,25%,100%,81%,94%,29,4A,100%,100%,SUPP,100%,SUPP,88%,0%,-2,-7,0,3
1,107598,WF13 3QE,01924 450289,8,17%,34,71%,6,13%,24,49%,77%,88%,63%,25.9,4C,68%,85%,50%,79%,100%,78%,0%,-16,-1,-22,-9
1,107713,HD9 7EB,01484 222807,1,6%,14,88%,1,6%,3,18%,100%,100%,100%,28.6,4A,100%,100%,SUPP,100%,SUPP,100%,0%,16,10,8,7
1,107738,WF17 0NP,01924 326753,10,16%,36,59%,15,25%,8,13%,70%,77%,84%,26.8,4B,75%,66%,40%,81%,67%,81%,0%,-29,-3,0,-10
1,107706,WF12 7LX,01924 325261,9,10%,46,53%,31,36%,19,22%,95%,98%,97%,29.7,4A,95%,95%,100%,96%,100%,95%,1%,18,7,4,5
1,107636,WF17 8HT,01924 326371,16,37%,22,51%,5,12%,27,63%,93%,81%,93%,26.9,4B,92%,95%,94%,91%,SUPP,72%,0%,-8,-9,0,-6
1,107600,WF13 2DQ,01924 325265,7,25%,14,50%,7,25%,11,39%,93%,86%,96%,26.8,4B,94%,92%,100%,86%,100%,79%,0%,9,-9,3,2
1,130351,WF16 0AN,01924 325690,13,22%,39,67%,6,10%,28,47%,88%,91%,83%,28,4A,97%,80%,100%,85%,83%,85%,0%,-7,6,-2,1
1,130939,WF12 8QT,01924 325269,14,38%,17,46%,6,16%,26,68%,79%,74%,74%,24.1,4C,88%,64%,57%,94%,100%,58%,0%,-33,-15,-8,-4
1,138584,HD2 1JP,01484 226595,4,20%,16,80%,0,0%,13,62%,100%,95%,85%,27.1,4B,100%,SUPP,SUPP,100%,SUPP,86%,0%,3,10,8,12
1,107643,HD7 4NW,01484 222217,0,0%,6,75%,2,25%,0,0%,75%,100%,100%,28.7,4A,67%,SUPP,SUPP,83%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107695,HD4 5US,01484 222240,4,20%,14,70%,2,10%,10,50%,95%,85%,95%,27.9,4B,100%,91%,SUPP,100%,SUPP,80%,0%,-23,2,-4,-13
1,107619,HD4 5HX,01484 222200,32,32%,60,61%,7,7%,53,52%,74%,73%,85%,25.4,4C,72%,75%,47%,85%,100%,63%,1%,-13,-9,1,-9
1,107697,WF14 0BE,01924 326590,7,9%,47,59%,26,33%,25,31%,95%,85%,95%,29.2,4A,95%,95%,86%,96%,96%,91%,0%,27,-2,5,7
1,107623,HD3 4QT,01484 222224,8,28%,15,52%,6,21%,14,48%,86%,86%,90%,26.7,4B,84%,90%,63%,93%,100%,86%,3%,-17,-3,5,6
1,107725,WF14 9PD,01924 326595,2,3%,31,53%,26,44%,7,12%,98%,97%,98%,30.6,5C,100%,97%,SUPP,100%,100%,100%,0%,31,8,7,12
1,131849,HD5 9HN,01484 226577,12,32%,22,59%,3,8%,14,36%,86%,92%,95%,26.6,4B,86%,87%,75%,91%,SUPP,85%,0%,-23,-1,5,0
1,107602,WF13 1NS,01924 325285,4,14%,23,79%,2,7%,10,34%,86%,83%,97%,27.2,4B,86%,87%,SUPP,96%,SUPP,79%,0%,-15,-6,-11,-3
1,107637,WF17 5AH,01924 326378,8,28%,13,45%,8,28%,12,39%,93%,69%,86%,26.9,4B,88%,100%,88%,100%,88%,74%,0%,5,-2,5,7
1,107679,WF17 9BX,01924 326382,2,11%,14,78%,2,11%,13,72%,89%,89%,94%,26.8,4B,100%,80%,SUPP,86%,SUPP,94%,0%,-6,10,8,-12
1,107634,HD2 2HB,01484 226650,8,18%,29,64%,8,18%,7,16%,60%,87%,93%,26.3,4B,61%,57%,50%,62%,63%,82%,0%,16,-9,1,-27
1,107696,HD7 4QE,01484 222220,15,31%,29,59%,5,10%,14,29%,82%,82%,94%,26.6,4B,78%,85%,73%,83%,SUPP,78%,0%,-3,-9,-1,0
1,107666,BD19 4PX,01274 335220,4,9%,23,53%,16,37%,6,14%,95%,86%,86%,28.9,4A,100%,93%,SUPP,96%,94%,86%,0%,24,-6,-8,7
1,107747,BD19 4NA,01274 335260,3,20%,7,47%,5,33%,8,53%,80%,73%,100%,26.5,4B,SUPP,90%,SUPP,86%,SUPP,60%,7%,-9,-19,8,-17
1,107664,WF4 4EW,01924 326804,3,30%,4,40%,3,30%,2,20%,70%,70%,90%,26,4B,SUPP,67%,SUPP,SUPP,SUPP,70%,0%,SUPP,SUPP,SUPP,SUPP
1,107656,HD9 2DF,01484 222470,1,10%,6,60%,3,30%,2,20%,90%,100%,100%,30.3,5C,88%,SUPP,SUPP,100%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107709,WF17 6DW,01924 325252,3,16%,13,68%,3,16%,3,16%,89%,95%,100%,28,4A,100%,83%,SUPP,85%,SUPP,95%,0%,-9,SUPP,SUPP,-13
1,107667,WF15 8AW,01274 335221,0,0%,10,91%,1,9%,2,17%,91%,91%,82%,28.6,4A,SUPP,83%,SUPP,90%,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107707,WF12 9PD,01924 325293,10,7%,88,64%,40,29%,54,37%,85%,80%,91%,28.6,4A,88%,82%,50%,89%,85%,88%,0%,14,-7,-3,-7
1,107723,WF15 6PR,01924 325707,6,13%,21,46%,19,41%,4,9%,89%,91%,98%,29.8,4A,96%,83%,33%,95%,100%,89%,0%,-3,-1,4,-13
1,107638,WF17 8BN,01924 326386,10,26%,25,64%,4,10%,23,59%,54%,59%,92%,24.7,4C,52%,56%,40%,52%,SUPP,54%,0%,-27,-12,-1,-22
1,107668,BD19 3AE,01274 335228,3,9%,14,44%,15,47%,9,28%,66%,59%,81%,28.1,4A,50%,100%,SUPP,79%,60%,91%,0%,-15,-33,-14,-18
1,107746,HD9 5RW,01484 222607,3,16%,5,26%,11,58%,7,35%,95%,95%,95%,29.2,4A,100%,90%,SUPP,SUPP,91%,90%,0%,22,10,0,1
1,107657,HD9 1TJ,01484 222472,0,0%,14,93%,1,7%,1,7%,93%,87%,93%,29.4,4A,100%,SUPP,SUPP,93%,SUPP,93%,0%,SUPP,SUPP,SUPP,SUPP
1,107684,WF15 8LD,01274 335237,3,23%,6,46%,4,31%,9,64%,77%,69%,85%,27,4B,71%,83%,SUPP,83%,SUPP,71%,0%,-9,-7,8,-8
1,107669,WF15 8BL,01274 335240,1,7%,8,57%,5,36%,3,21%,100%,71%,86%,29.1,4A,100%,100%,SUPP,100%,SUPP,100%,0%,-9,-13,-4,-1
1,135098,HD4 6LU,01484 226834,5,14%,28,76%,4,11%,21,55%,84%,89%,92%,27.4,4B,71%,100%,SUPP,86%,SUPP,82%,0%,1,-2,-4,-34
1,107658,HD9 2PF,01484 222476,0,0%,9,53%,8,47%,1,6%,94%,100%,76%,29.5,4A,100%,88%,SUPP,100%,88%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107659,HD9 2QQ,01484 222477,0,0%,3,43%,4,57%,0,0%,86%,100%,100%,29.8,4A,SUPP,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107655,HD9 2RG,01484 222480,1,3%,19,63%,10,33%,2,6%,97%,90%,97%,31.1,5C,94%,100%,SUPP,100%,100%,97%,0%,SUPP,SUPP,SUPP,SUPP
1,107748,WF16 9EA,01924 325712,3,11%,19,68%,6,21%,8,28%,100%,93%,96%,29.2,4A,100%,100%,SUPP,100%,100%,100%,0%,30,-4,-2,8
1,107712,HD9 6BT,01484 222800,3,5%,28,50%,25,45%,9,16%,60%,84%,96%,28.7,4A,72%,50%,SUPP,61%,60%,95%,0%,5,-5,6,-10
1,107665,WF14 8PR,01924 326600,1,3%,20,53%,17,45%,8,21%,100%,100%,97%,31.9,5C,100%,100%,SUPP,100%,100%,100%,0%,41,10,2,11
1,107671,BD19 3SD,01274 335262,3,14%,12,55%,7,32%,8,36%,91%,82%,86%,27.9,4B,85%,100%,SUPP,92%,86%,86%,0%,-9,10,-6,5
1,107682,WF17 7NS,01924 326700,14,25%,32,56%,11,19%,10,17%,86%,89%,91%,27.1,4B,91%,83%,79%,84%,100%,81%,0%,-6,3,4,-3
1,107773,HD8 0TJ,01484 222737,12,8%,76,51%,61,41%,27,18%,77%,91%,81%,28.4,4A,74%,80%,50%,76%,84%,95%,0%,-6,-4,-18,-11
1,107683,HD5 0HR,01484 548049,5,12%,29,71%,7,17%,5,12%,78%,93%,90%,28.1,4A,76%,80%,SUPP,83%,100%,85%,2%,3,6,-1,-4
1,130350,WF16 9BB,01924 326708,4,15%,15,56%,8,30%,12,44%,63%,67%,89%,25.9,4C,71%,54%,SUPP,53%,88%,70%,0%,-18,-16,-11,-18
1,107716,HD8 0DE,01484 222742,3,13%,13,54%,8,33%,6,24%,92%,100%,100%,29.8,4A,80%,100%,SUPP,100%,100%,96%,0%,3,10,8,8
1,137519,HD3 3LY,01484 222116,4,3%,43,35%,75,61%,19,15%,95%,91%,96%,31.4,5C,91%,98%,SUPP,100%,93%,98%,0%,25,3,-2,4
1,107740,HD7 5TA,01484 222573,2,9%,13,57%,8,35%,1,4%,83%,91%,100%,28.5,4A,75%,100%,SUPP,85%,100%,88%,0%,-30,SUPP,SUPP,-15
1,107693,HD7 5NJ,01484 222576,6,17%,18,50%,12,33%,7,19%,67%,67%,97%,27.3,4B,79%,53%,33%,67%,83%,64%,0%,8,-7,5,0
1,107670,WF15 6LP,01274 335245,5,28%,7,39%,6,33%,5,28%,94%,100%,100%,30.7,5C,100%,SUPP,SUPP,100%,100%,100%,0%,-14,1,4,9
1,107698,HD5 8JY,01484 226672,6,43%,6,43%,2,14%,12,80%,85%,80%,93%,26.7,4B,75%,SUPP,SUPP,100%,SUPP,87%,0%,0,10,8,-26
1,107678,WF17 6EY,01924 326714,12,28%,23,53%,8,19%,15,34%,91%,67%,95%,27,4B,100%,86%,83%,91%,100%,75%,0%,-8,-16,3,1
1,107675,HD7 6EP,01484 222578,3,9%,17,50%,14,41%,14,39%,88%,85%,88%,28.7,4A,83%,91%,SUPP,100%,93%,94%,0%,13,-2,3,-4
1,107718,HD9 4DA,01484 222610,5,8%,42,71%,12,20%,4,7%,85%,93%,85%,28.1,4A,86%,83%,SUPP,90%,92%,92%,0%,-13,-1,-5,-9
1,107681,HD9 5LH,01484 222614,5,16%,22,69%,5,16%,13,41%,100%,97%,100%,30.2,5C,100%,100%,SUPP,100%,SUPP,97%,0%,21,10,8,12
1,107639,WF17 6EG,01924 326724,4,24%,11,65%,2,12%,7,39%,94%,88%,94%,26.4,4B,89%,100%,SUPP,100%,SUPP,78%,0%,-6,5,3,1
1,107694,WF15 6HU,01924 325715,7,19%,24,65%,6,16%,23,62%,86%,86%,73%,26.8,4B,88%,85%,100%,79%,100%,86%,0%,-14,6,-3,5
1,107691,HD5 8AE,01484 226681,7,21%,21,64%,5,15%,12,36%,100%,100%,100%,29.9,4A,100%,100%,100%,100%,SUPP,100%,0%,25,10,8,9
1,135030,HD3 3UH,01484 222197,10,11%,50,56%,29,33%,14,15%,97%,91%,97%,29.2,4A,98%,96%,100%,94%,100%,88%,0%,19,2,4,5
1,130925,HD1 3QP,01484 223198,13,22%,40,69%,5,9%,28,45%,91%,93%,95%,27.4,4B,93%,90%,69%,98%,SUPP,79%,0%,6,2,-7,-1
1,107660,HD9 3EB,01484 222487,1,3%,17,55%,13,42%,2,6%,94%,94%,87%,30.2,5C,95%,89%,SUPP,88%,100%,94%,0%,8,SUPP,SUPP,6
1,107630,HD4 6JN,01484 226689,7,13%,29,53%,19,35%,11,19%,91%,93%,95%,30,5C,100%,83%,100%,90%,89%,96%,0%,7,6,5,4
1,107646,HD7 5HT,01484 222584,6,24%,14,56%,5,20%,10,38%,72%,84%,100%,27.2,4B,75%,67%,83%,64%,SUPP,85%,0%,9,-6,2,-9
1,107685,WF15 7AW,01924 325720,7,13%,44,80%,4,7%,11,20%,85%,84%,91%,28.4,4A,93%,78%,86%,84%,SUPP,79%,2%,-6,2,4,-1
1,107687,WF14 0HW,01924 326605,6,46%,6,46%,1,8%,13,81%,100%,100%,100%,27.3,4B,100%,SUPP,100%,100%,SUPP,88%,0%,0,10,8,4
1,107751,HD2 1EA,01484 310700,6,25%,14,58%,4,17%,9,35%,88%,96%,100%,28.4,4A,90%,86%,67%,93%,SUPP,96%,0%,17,5,-6,1
1,107708,WF12 0BH,01924 325300,7,28%,11,44%,7,28%,11,44%,68%,88%,96%,27.1,4B,75%,62%,43%,73%,86%,92%,0%,-21,-5,8,-10
1,138979,WF12 0BH,01924 325300,,,,,,,,,,,,,,,,,,,,,,,,
1,107615,HD1 4JJ,01484 515954,8,22%,17,46%,12,32%,25,63%,78%,79%,87%,26.6,4B,78%,79%,75%,82%,75%,78%,0%,-9,-19,-10,-16
1,107640,WF17 5LP,01924 326728,9,31%,18,62%,2,7%,15,50%,76%,90%,93%,26.1,4B,71%,83%,56%,83%,SUPP,77%,0%,-16,1,-4,-11
1,107699,WF13 3AS,01924 326610,30,30%,59,59%,11,11%,35,34%,91%,84%,93%,26.8,4B,90%,92%,83%,93%,100%,81%,0%,7,1,-1,3
1,107620,HD5 9NT,01484 300080,11,27%,24,59%,6,15%,30,71%,93%,73%,100%,27.6,4B,92%,94%,91%,96%,83%,67%,0%,-5,-14,8,-4
1,107621,HD3 4YL,01484 222207,7,8%,40,43%,45,49%,31,34%,77%,85%,89%,28.9,4A,77%,78%,57%,88%,71%,89%,0%,6,-2,-1,-3
1,107721,WF15 8BE,01924 325723,2,6%,18,56%,12,38%,4,13%,94%,88%,100%,30,5C,100%,90%,SUPP,94%,92%,91%,0%,41,-1,6,1
1,107677,HD8 0JD,01484 222745,6,10%,35,58%,19,32%,8,13%,95%,87%,93%,29.3,4A,94%,96%,SUPP,94%,100%,88%,2%,-3,4,0,8
1,107739,HD7 4QQ,01484 222212,3,12%,16,62%,7,27%,2,7%,93%,92%,100%,28.7,4A,90%,100%,SUPP,94%,100%,96%,0%,24,SUPP,SUPP,6
1,107733,WF13 4HY,01924 325327,3,10%,21,70%,6,20%,4,13%,97%,80%,100%,29.6,4A,92%,100%,SUPP,95%,100%,94%,0%,-9,SUPP,SUPP,-3
1,107749,HD5 9HU,01484 531669,2,9%,15,68%,5,23%,7,32%,86%,95%,100%,29.3,4A,86%,88%,SUPP,93%,SUPP,91%,0%,6,5,1,7
1,107732,WF17 8PH,01924 326740,6,14%,33,75%,5,11%,15,34%,91%,91%,93%,28,4A,86%,96%,83%,91%,SUPP,84%,0%,10,5,3,3
1,107752,WF17 9LQ,01924 326747,1,3%,20,69%,8,28%,1,3%,100%,100%,86%,30.3,5C,100%,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107750,HD2 2BJ,01484 300800,15,27%,29,53%,11,20%,13,22%,93%,89%,93%,28.2,4A,96%,90%,87%,93%,100%,85%,0%,16,4,2,6
1,107753,WF13 3QE,01924 325330,11,20%,33,61%,10,19%,17,30%,87%,94%,98%,28.7,4A,100%,76%,91%,82%,100%,95%,0%,5,5,5,6
1,107737,WF17 9HN,01924 326750,4,19%,10,48%,7,33%,10,48%,95%,100%,100%,30.1,5C,91%,100%,SUPP,100%,100%,95%,0%,18,10,8,5
1,136109,HD2 1RQ,01484 226557,6,17%,23,66%,6,17%,19,53%,74%,80%,91%,26.5,4B,75%,74%,50%,83%,67%,81%,0%,-27,-3,-20,-10
1,107645,HD7 4NU,01484 222210,0,0%,4,44%,5,56%,1,11%,89%,56%,100%,29.7,4A,SUPP,83%,SUPP,SUPP,SUPP,89%,0%,SUPP,SUPP,SUPP,SUPP
1,107661,HD9 1SZ,01484 222478,5,16%,21,66%,6,19%,4,12%,97%,97%,100%,30.4,5C,96%,100%,SUPP,95%,100%,94%,0%,12,4,-3,8
1,107674,BD19 6DN,01274 335500,4,20%,11,55%,5,25%,7,35%,90%,75%,90%,27.5,4B,100%,80%,SUPP,100%,SUPP,75%,0%,-45,-5,8,4
1,107765,HD8 9JX,01484 222930,13,7%,84,47%,81,46%,26,14%,82%,84%,84%,28.5,4A,85%,80%,69%,81%,86%,89%,1%,-6,-10,-18,-12
1,107711,HD7 5UG,01484 222586,4,17%,8,35%,11,48%,8,35%,91%,57%,83%,28,4A,100%,88%,SUPP,88%,100%,87%,0%,-12,-15,-9,10
1,107734,HD4 7HF,01484 222814,5,9%,33,61%,16,30%,12,22%,93%,85%,87%,29.4,4A,100%,83%,SUPP,94%,100%,89%,0%,9,0,0,3
1,107617,HD1 4BJ,01484 517998,7,23%,15,48%,9,29%,13,42%,97%,90%,97%,29.1,4A,95%,100%,86%,100%,100%,94%,0%,19,2,3,9
1,107710,WF17 7QX,01924 326756,16,19%,47,57%,20,24%,22,25%,90%,80%,87%,27.5,4B,95%,85%,94%,89%,90%,72%,0%,-3,-6,-4,3
1,107616,WF12 0QT,01924 325335,8,17%,34,71%,6,13%,22,44%,76%,73%,73%,25.1,4C,69%,85%,13%,88%,100%,68%,0%,-11,0,-6,-6
1,107680,HD9 2LE,01484 222488,2,6%,22,71%,7,23%,1,3%,97%,97%,97%,30.3,5C,94%,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,107642,WF17 6BS,01924 325344,5,12%,25,60%,12,29%,13,30%,83%,88%,95%,29,4A,89%,78%,SUPP,80%,92%,89%,0%,1,-1,2,0
1,107647,HD7 4ES,01484 222255,2,15%,8,62%,3,23%,6,43%,54%,54%,100%,26.4,4B,63%,SUPP,SUPP,75%,SUPP,64%,0%,-49,-7,8,-16
1,107613,WF13 4EW,01924 485982,16,22%,45,61%,13,18%,35,45%,96%,88%,96%,28.6,4A,95%,97%,94%,98%,92%,73%,0%,10,1,6,6
1,136511,BD19 6HR,01274 335248,0,0%,28,72%,11,28%,4,10%,77%,90%,87%,28,4A,79%,76%,SUPP,82%,64%,92%,0%,SUPP,SUPP,SUPP,SUPP
1,107648,HD7 5UX,01484 222588,1,10%,5,50%,4,40%,3,27%,80%,90%,80%,30,5C,SUPP,71%,SUPP,SUPP,SUPP,82%,0%,SUPP,SUPP,SUPP,SUPP
1,107676,HD9 1LJ,01484 222490,5,12%,22,52%,15,36%,10,24%,76%,93%,81%,28.3,4A,73%,80%,SUPP,77%,80%,93%,0%,-7,9,-1,-2
2,134689,HD4 6JL,01484 226659,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,107802,WF17 8AS,01924 326103,8,100%,0,0%,0,0%,5,63%,0%,0%,0%,12,2,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,-59,-90,-92,-88
2,107797,HD5 8JE,01484 223937,16,100%,0,0%,0,0%,14,88%,6%,13%,0%,12.6,2,7%,SUPP,6%,SUPP,SUPP,0%,0%,-59,SUPP,SUPP,-88
2,107801,HD9 1LS,01484 222484,6,100%,0,0%,0,0%,4,67%,0%,0%,0%,13.3,2,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,-59,SUPP,SUPP,-79
2,107804,HD8 9JU,01484 868218,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
2,107799,WF12 9EE,01924 325234,11,100%,0,0%,0,0%,6,50%,33%,8%,18%,13.3,2,22%,SUPP,36%,SUPP,SUPP,0%,0%,-59,-71,-79,-77
3,,,,749,16%,2614,57%,1241,27%,1432,30%,85%,85%,90%,28,4A,85%,85%,68%,88%,89%,85%,,-3,-1,-2,-3
1,107985,LS25 3BU,0113 2813302,0,0%,7,64%,4,36%,2,18%,73%,73%,100%,28.8,4A,89%,SUPP,SUPP,57%,SUPP,73%,0%,-42,SUPP,SUPP,-16
1,107892,LS16 8DY,0113 2301116,2,7%,27,90%,1,3%,7,23%,97%,100%,100%,31.1,5C,100%,92%,SUPP,100%,SUPP,100%,0%,31,8,8,9
1,108041,LS16 8EX,0113 2141040,2,9%,14,61%,7,30%,2,8%,91%,91%,96%,30.3,5C,93%,89%,SUPP,93%,100%,100%,0%,41,SUPP,SUPP,SUPP
1,133555,LS21 1DF,01943 464703,2,7%,17,63%,8,30%,2,7%,100%,96%,100%,31.8,5C,100%,100%,SUPP,100%,100%,96%,0%,16,2,6,11
1,108048,LS9 9AD,0113 2143056,8,29%,18,64%,2,7%,11,37%,100%,100%,100%,29.5,4A,100%,100%,100%,100%,SUPP,93%,0%,3,10,8,7
